date,JPY_lev_net,JPY_lev_pct_oi,JPY_lev_percentile,JPY_lev_long,JPY_lev_short,JPY_assetmgr_net,JPY_assetmgr_pct_oi,JPY_assetmgr_percentile,JPY_assetmgr_long,JPY_assetmgr_short,EUR_lev_net,EUR_lev_pct_oi,EUR_lev_percentile,EUR_lev_long,EUR_lev_short,EUR_assetmgr_net,EUR_assetmgr_pct_oi,EUR_assetmgr_percentile,EUR_assetmgr_long,EUR_assetmgr_short
2025-03-18,-5833,-1.966840545306794,83.52941176470588,40348,46181,80197,27.041781452420533,88.8235294117647,100447,20250,13859,2.1235941282829214,61.1764705882353,87050,73191,258488,39.60773497594312,20.588235294117645,380024,121536
2025-03-25,309,0.10171901849376848,87.6470588235294,41782,41473,79867,26.291238996899054,88.23529411764706,99454,19587,26376,3.919895968790637,85.29411764705883,89643,63267,263523,39.1637376927364,21.176470588235293,389514,125991
2025-04-01,11263,3.619657927381878,92.3529411764706,48928,37665,76649,24.633149292008664,85.88235294117646,99685,23036,32890,4.902903431137983,91.17647058823529,91315,58425,256218,38.1943481702436,20.0,384138,127920
2025-04-08,19233,5.996109216293903,94.70588235294117,52436,33203,102930,32.08961272984618,94.70588235294117,115727,12797,33078,4.74048978468735,91.76470588235294,85855,52777,283157,40.579928229116504,28.823529411764703,412595,129438
2025-04-15,18100,5.34161234060009,94.11764705882352,51122,33022,114908,33.91127021180526,98.23529411764706,130058,15150,21806,3.079412869533781,77.64705882352942,80754,58948,289770,40.920914757626505,30.58823529411765,419169,129399
2025-04-22,19443,5.535751909027236,95.29411764705881,50802,31359,119983,34.1611953556969,98.82352941176471,135299,15316,14710,2.045237141840185,62.94117647058823,81269,66559,296277,41.193523091297386,32.35294117647059,419532,123255
2025-04-29,19611,5.354597729394997,95.88235294117648,50238,30627,127275,34.7512327779689,100.0,137808,10533,17315,2.3712291772800227,68.82352941176471,79893,62578,301676,41.313481564258055,33.52941176470588,421978,120302
2025-05-06,24650,6.563776474786046,98.23529411764706,54358,29708,125675,33.46460886282905,99.41176470588235,134156,8481,5745,0.7794977836211845,41.76470588235294,73085,67340,306930,41.64512701946912,37.05882352941177,427317,120387
2025-05-13,35043,9.74713577231928,99.41176470588235,55015,19972,109341,30.41296614105991,95.29411764705881,124096,14755,20153,2.6838246065419638,73.52941176470588,86340,66187,311077,41.42688965063537,38.82352941176471,432043,120966
2025-05-20,38497,10.493505785506931,100.0,55915,17418,110922,30.235100104943236,97.05882352941177,124230,13308,6933,0.9131391677829013,43.529411764705884,83874,76941,310336,40.8740742496862,38.23529411764706,435558,125222
2025-05-27,24075,6.38575532278899,97.6470588235294,49246,25171,114162,30.28081408765261,97.6470588235294,127979,13817,-904,-0.11887369801083802,31.76470588235294,76556,77460,313983,41.287964958558575,40.0,441156,127173
2025-06-03,26150,7.144652575899981,98.82352941176471,49497,23347,109556,29.93267906712422,95.88235294117648,130723,21167,-1911,-0.24459735512310504,30.0,74113,76024,320071,40.96730510288192,42.94117647058823,444511,124440
2025-06-10,20619,5.3105755634711524,97.05882352941177,44731,24112,109952,28.31894875380863,96.47058823529412,131187,21235,11976,1.477575424081173,54.11764705882353,84861,72885,320344,39.523415301591456,43.529411764705884,441522,121178
2025-06-17,17783,5.600539173540184,93.52941176470588,45713,27930,93095,29.319135936609314,93.52941176470588,119461,26366,15429,2.0412483247581235,65.88235294117646,88119,72690,333078,44.06603859704364,48.23529411764706,456662,123584
2025-06-24,19758,6.277023957403413,96.47058823529412,48739,28981,91761,29.152039445049834,92.94117647058823,116393,24632,21093,2.7659069481397363,75.29411764705883,88638,67545,337731,44.28637555123412,50.0,458163,120432
2025-07-01,16646,5.2970396275588625,92.94117647058823,43066,26420,94055,29.929896802237703,94.11764705882352,119394,25339,15221,1.953837523795587,64.70588235294117,91623,76402,345337,44.329044672163235,51.17647058823529,461525,116188
2025-07-08,10382,3.3639966172101055,91.76470588235294,42605,32223,87754,28.434228390161397,92.3529411764706,112913,25159,29123,3.6139614591851803,87.6470588235294,105233,76110,349523,43.37336988286859,52.352941176470594,464484,114961
2025-07-15,-3359,-1.0452777345573363,86.47058823529412,42392,45751,68378,21.278356931694415,78.23529411764706,100056,31678,38524,4.695529228219004,95.29411764705881,106430,67906,360716,43.96616449709912,58.235294117647065,477607,116891
2025-07-22,-6061,-1.9361742908254536,82.94117647058825,36995,43056,70358,22.475721952466138,81.76470588235294,100874,30516,28409,3.368202151409632,86.47058823529412,102310,73901,374328,44.38073761599721,68.82352941176471,497068,122740
2025-07-29,-20878,-6.343679261048569,75.29411764705883,37000,57878,71551,21.74042507937955,82.35294117647058,103482,31931,30862,3.724699092540585,89.41176470588236,110100,79238,357385,43.132382385704645,57.05882352941176,481538,124153
2025-08-05,-21650,-6.417134490097161,74.11764705882354,38441,60091,58130,17.229932005050717,75.29411764705883,99799,41669,34208,4.180067451977125,93.52941176470588,106098,71890,347425,42.453810059142675,51.76470588235295,481035,133610
2025-08-12,-35406,-10.0824973018228,62.94117647058823,38075,73481,59697,16.999797814690044,76.47058823529412,101264,41567,34938,4.235052826035308,94.11764705882352,100864,65926,367438,44.53945103591395,64.11764705882354,499181,131743
2025-08-19,-43354,-12.422990297493854,47.05882352941176,33996,77350,69567,19.934265950679407,78.82352941176471,106374,36807,33226,4.026325133085884,92.3529411764706,104037,70811,371230,44.98563411651937,66.47058823529412,501183,129953
2025-08-26,-41388,-11.581403938819026,50.0,37627,79015,75185,21.038655048325804,84.11764705882354,108632,33447,34207,4.061551979007735,92.94117647058823,109029,74822,376814,44.74083221030259,70.0,506393,129579
2025-09-02,-56443,-13.625379904357041,28.235294117647058,37470,93913,75981,18.341866848199995,84.70588235294117,109219,33238,29673,3.5081932326026815,88.8235294117647,107011,77338,379800,44.90317088742285,71.17647058823529,506627,126827
2025-09-09,-41662,-10.141699468596563,49.411764705882355,41473,83135,85853,20.899028478647708,91.76470588235294,118215,32362,32612,3.713910880715724,90.58823529411765,103962,71350,383251,43.64528575202937,73.52941176470588,506920,123669
2025-09-16,-50790,-16.951471864361526,35.294117647058826,39642,90432,70100,23.39630198251118,80.58823529411765,102125,32025,26237,3.0670479093995193,84.11764705882354,108039,81802,389699,45.55496067557584,76.47058823529412,511998,122299
2025-09-23,-52970,-17.092996614960647,32.94117647058823,42138,95108,77834,25.116411148364115,87.05882352941177,110298,32464,19803,2.3047781987046316,72.94117647058823,106658,86855,394618,45.927736364006684,79.41176470588235,516898,122280
2025-09-30,-50532,-16.52933653025243,35.88235294117647,43974,94506,68198,22.307996768189565,77.64705882352942,109603,41405,22277,2.6339156395022316,78.23529411764706,105007,82730,385477,45.57677869409713,74.11764705882354,509896,124419
2025-10-07,-55632,-18.231989879856066,28.823529411764703,36311,91943,69636,22.82144893718825,79.41176470588235,117808,48172,21385,2.5003332218696435,75.88235294117646,107423,86038,386864,45.23212118519419,75.29411764705883,513564,126700
2025-10-14,-52101,-17.082127061045302,34.11764705882353,43389,95490,67057,21.985685386701114,77.05882352941177,116418,49361,22278,2.648740486922156,78.82352941176471,103080,80802,371121,44.12439259570147,65.88235294117646,499343,128222
2025-10-21,-46415,-15.090922687266922,41.76470588235294,41771,88186,81609,26.53355832349814,89.41176470588236,121013,39404,22464,2.6874445947837446,79.41176470588235,102054,79590,371513,44.445361633809355,67.05882352941175,500890,129377
2025-10-28,-50125,-15.572138221560849,36.470588235294116,42455,92580,85299,26.499507594232796,91.17647058823529,129156,43857,17343,2.055547061396179,69.41176470588235,108266,90923,364571,43.210104810025165,61.1764705882353,499804,135233
2025-11-04,-56616,-18.019669626659027,27.647058823529413,39743,96359,77990,24.822559597695662,87.6470588235294,127213,49223,5182,0.6204680211117177,38.82352941176471,98873,93691,351020,42.02946444821211,54.11764705882353,502569,151549
2025-11-10,-57614,-18.41614857197654,27.058823529411764,41045,98659,77140,24.65757803385063,86.47058823529412,126884,49744,-5661,-0.6810020751255601,25.294117647058822,84211,89872,357364,42.989864966467174,56.470588235294116,507864,150500
2025-11-18,-63136,-19.163712301490943,20.588235294117645,44380,107516,69744,21.16944296051673,80.0,127127,57383,12421,1.5019074623797635,55.88235294117647,87561,75140,356951,43.16136950357611,55.88235294117647,502366,145415
2025-11-25,-53594,-15.56065269148133,31.76470588235294,48541,102135,70109,20.355670402415655,81.17647058823529,130968,60859,14724,1.7727179146364809,63.52941176470588,90941,76217,349762,42.110117037427656,53.529411764705884,500319,150557
2025-12-02,-61475,-15.568848626978237,21.764705882352942,51732,113207,71976,18.228278955272643,83.52941176470588,131689,59713,19272,2.2641403033891616,71.76470588235294,90775,71503,361753,42.49997650331773,59.411764705882355,508867,147114
2025-12-09,-88694,-19.056929714491982,6.470588235294119,43313,132007,76531,16.443568764288294,85.29411764705883,135901,59370,41605,4.412947048878122,95.88235294117648,102769,61164,373676,39.6349573713876,68.23529411764706,517871,144195
2025-12-16,-82640,-21.765754755991246,8.823529411764707,40103,122743,58745,15.472280531712315,75.88235294117646,108980,50235,51301,5.197743433037551,98.82352941176471,116937,65636,374794,37.97358827784792,69.41176470588235,517767,142973
2025-12-23,-78156,-27.415077661320876,10.588235294117647,33828,111984,48348,16.959212021719914,74.11764705882354,102008,53660,56107,6.471761379824234,100.0,120823,64716,390397,45.03103404921385,77.05882352941177,536849,146452
2025-12-30,-74147,-25.91356436889268,12.941176470588237,33087,107234,53451,18.680539051906113,74.70588235294117,102560,49109,52662,6.058890733562748,99.41176470588235,121459,68797,391444,45.03658091809533,78.23529411764706,537338,145894
2026-01-06,-63230,-21.97660879689971,20.0,47898,111128,46448,16.14375336704725,73.52941176470588,92396,45948,50600,5.738165034616104,98.23529411764706,119570,68970,398687,45.21209097146227,82.35294117647058,543666,144979
2026-01-13,-98650,-33.52682485844985,4.117647058823529,43869,142519,28223,9.591764601926306,67.64705882352942,75804,47581,25392,2.8734643623425886,82.35294117647058,103621,78229,404116,45.731447867534555,86.47058823529412,555117,151001
2026-01-20,-84737,-28.959320863820757,7.647058823529412,52959,137696,17730,6.0593218890867275,59.411764705882355,65185,47455,10236,1.161930102571321,50.588235294117645,100073,89837,391204,44.40716137615387,77.64705882352942,543954,152750
2026-01-27,-71766,-23.864248518585025,15.88235294117647,52084,123850,28497,9.476067915644142,68.23529411764706,69676,41179,26361,2.867557794979571,84.70588235294117,115423,89062,403530,43.89611915360215,85.88235294117646,550558,147028
2026-02-03,-54452,-17.93112986666579,30.58823529411765,58399,112851,32630,10.745110694727552,71.17647058823529,73288,40658,42055,4.619073351609729,96.47058823529412,123767,81712,404439,44.42119622522143,87.05882352941177,539447,135008
2026-02-10,-53867,-16.082197833693588,31.176470588235293,69883,123750,25516,7.61789889773935,66.47058823529412,73114,47598,50204,5.42000036706241,97.6470588235294,132693,82489,410538,44.3214905324888,89.41176470588236,546599,136061
2026-02-17,-29321,-8.275101036327923,67.64705882352942,82783,112104,40546,11.443069698132803,72.94117647058823,76665,36119,43549,4.7500417206126,97.05882352941177,126502,82953,413713,45.125123662077215,93.52941176470588,549252,135539
2026-02-24,-26317,-7.118070112327944,70.0,87174,113491,30972,8.37712761785238,70.0,75219,44247,36797,4.037915607267524,94.70588235294117,120964,84167,395301,43.378320989984495,80.0,533702,138401
2026-03-03,-34225,-8.20788676593673,64.11764705882354,88766,122991,17904,4.293762006057888,60.0,70024,52120,29632,3.2445370523459713,88.23529411764706,128443,98811,370272,40.54269787548081,65.29411764705883,519444,149172
2026-03-10,-49219,-11.507348299580565,37.05882352941177,77546,126765,2831,0.6618846997320664,50.588235294117645,65494,62663,5231,0.5396266043859232,39.411764705882355,105592,100361,366299,37.787169864262914,63.52941176470588,509748,143449
2026-03-17,-65429,-20.027977764717406,17.647058823529413,69103,134532,-439,-0.134378979331962,47.647058823529406,67607,68046,-6952,-0.9198334455780648,22.35294117647059,106918,113870,294538,38.97092971715651,31.76470588235294,452180,157642
2026-03-24,-54852,-16.71247067426343,29.411764705882355,67921,122773,-6250,-1.9042686085128424,42.94117647058823,58266,64516,-13538,-1.770388300633851,15.294117647058824,97985,111523,287940,37.65442512073504,30.0,446373,158433
2026-03-31,-46182,-13.375386647203976,42.94117647058823,77232,123414,-3645,-1.0556771973725367,45.294117647058826,63211,66856,3947,0.509792221244916,35.294117647058826,106291,102344,264417,34.15194572204635,22.35294117647059,431246,166829
